linkedin_url,input_name,website,linkedin_id_found,success
https://www.linkedin.com/company/asteelflash,Asteelflash,http://www.asteelflash.com,asteelflash,true
https://www.linkedin.com/company/rockwell-automation,Rockwell Automation,http://www.rockwellautomation.com,rockwell-automation,true
https://www.linkedin.com/company/stmicroelectronics,ST Microelectronics,https://www.st.com?src=linkedin,stmicroelectronics,true
https://www.linkedin.com/company/blue-ocean-robotics,Blue Ocean Robotics,http://www.blue-ocean-robotics.com,blue-ocean-robotics,true
https://www.linkedin.com/company/fossil,Fossil,http://www.fossilgroup.com,,false
https://www.linkedin.com/company/lvmh,LVMH,http://www.lvmh.com,lvmh,true
https://www.linkedin.com/company/longchamp,Longchamp,http://www.longchamp.com,mycompany,false
https://www.linkedin.com/company/hermes-group,Hermès,http://www.hermes.com/employeur,,false
https://www.linkedin.com/company/loréal,L'Oreal,http://www.loreal.com,1662,false
https://www.linkedin.com/company/lacoste,Lacoste,https://corporate.lacoste.com,lacoste,true
https://www.linkedin.com/company/bayer,Bayer,https://www.bayer.com/en/career,jobs,false
https://www.linkedin.com/company/pfizer,Pfizer,http://www.pfizer.com,pfizer,true
https://www.linkedin.com/company/astrazeneca,AstraZeneca,http://www.astrazeneca.com,astrazeneca,true
https://www.linkedin.com/company/laboratoire-boiron,Boiron,http://www.boiron.fr,laboratoire-boiron,true
https://www.linkedin.com/company/medtronic,Medtronic,http://www.medtronic.com,medtronic,true
https://www.linkedin.com/company/biedermannmotech,Biedermann Motech,http://www.biedermann.com,biedermann-motech,false
https://www.linkedin.com/company/johnson-&-johnson,Johnson & Johnson,http://www.jnj.com,johnson-&-johnson,true
https://www.linkedin.com/company/gehealthcare,GE Healthcare,http://www.gehealthcare.com,gehealthcare,true
https://www.linkedin.com/company/sanofi,Sanofi,http://www.sanofi.com,sanofi,true
